,Players,Values
0,Oliver Baumann,4000000.0
1,Manuel Salz,200000.0
2,Alexander Schwolow,150000.0
3,Daniel Batz,100000.0
4,Felix Bastians,4500000.0
5,Heiko Butscher,2000000.0
6,Pavel Krmas,1000000.0
7,Maximilian Nicu,1000000.0
8,Oliver Barth,1000000.0
9,Beg Ferati,800000.0
10,Fallou Diagne,500000.0
11,Matthias Ginter,
12,Michael Lumb,1000000.0
13,Mensur Mujdza,2000000.0
14,Andreas Hinkel,1500000.0
15,Jonathan Schmid,200000.0
16,Immanuel Höhn,150000.0
17,Oliver Sorg,125000.0
18,Julian Schuster,3500000.0
19,Danny Williams,500000.0
20,Marc Lais,125000.0
21,Cédric Makiadi,3000000.0
22,Johannes Flum,2000000.0
23,Daniel Caligiuri,1250000.0
24,Christian Bickel,175000.0
25,Anton Putsila,2000000.0
26,Erich Sautner,100000.0
27,Yacine Abdessadki,1500000.0
28,Jan Rosenthal,3000000.0
29,Papiss Demba Cissé,13500000.0
30,Garra Dembélé,1700000.0
31,Erik Jendrisek,1500000.0
32,Stefan Reisinger,1500000.0
33,Sebastian Freis,750000.0
34,Ivan Santini,700000.0
35,Karim Guédé,600000.0
36,Simon Brandstetter,200000.0
