,Players,Values
0,Manuel Neuer,40000000.0
1,Sven Ulreich,2000000.0
2,Tom Starke,200000.0
3,Leo Weinkauf,50000.0
4,Ron-Thorben Hoffmann,
5,Christian Früchtl,
6,Mats Hummels,40000000.0
7,Jérôme Boateng,38000000.0
8,Niklas Süle,25000000.0
9,Lars Lukas Mai,
10,Felix Götze,
11,David Alaba,38000000.0
12,Juan Bernat,16000000.0
13,Marco Friedl,
14,Jonathan Meier,
15,Joshua Kimmich,25000000.0
16,Rafinha,4500000.0
17,Javi Martínez,30000000.0
18,Sebastian Rudy,8000000.0
19,Niklas Dorsch,200000.0
20,Thiago,40000000.0
21,Arturo Vidal,35000000.0
22,Renato Sanches,22000000.0
23,Corentin Tolisso,22000000.0
24,James Rodríguez,50000000.0
25,Fabian Benko,250000.0
26,Timothy Tillman,
27,Meritan Shabani,
28,Kingsley Coman,20000000.0
29,Franck Ribéry,7000000.0
30,Milos Pantovic,100000.0
31,Franck Evina,
32,Arjen Robben,10000000.0
33,Thomas Müller,50000000.0
34,Robert Lewandowski,80000000.0
35,Sandro Wagner,6500000.0
36,Kwasi Okyere Wriedt,450000.0
37,Manuel Wintzheimer,
