,Players,Values
0,Heinz Müller,2250000.0
1,Martin Pieckenhagen,800000.0
2,Christian Wetklo,300000.0
3,Niko Bungert,2750000.0
4,Nikolce Noveski,2500000.0
5,Marco Caligiuri,1400000.0
6,Bo Svensson,1250000.0
7,Christian Fuchs,3250000.0
8,Radoslav Zabavník,1500000.0
9,Zsolt Löw,750000.0
10,Eugen Gopko,
11,Eugen Polanski,3000000.0
12,Jan Kirchhoff,200000.0
13,Malik Fathi,2400000.0
14,Elkin Soto,2000000.0
15,Miroslav Karhan,1000000.0
16,Andreas Ivanschitz,3500000.0
17,Lewis Holtby,3000000.0
18,Jan Simak,1000000.0
19,André Schürrle,2500000.0
20,Florian Heller,1750000.0
21,Haruna Babangida,1500000.0
22,Marcel Risse,1000000.0
23,Duncan,2000000.0
24,Ádám Szalai,2000000.0
25,Sami Allagui,1800000.0
26,Adriano Grimaldi,150000.0
27,Petar Sliskovic,
