,Players,Values
0,Kevin Trapp,3000000.0
1,Oka Nikolov,500000.0
2,Aykut Özer,100000.0
3,Marco Russ,3500000.0
4,Vadim Demidov,3500000.0
5,Carlos Zambrano,1750000.0
6,Bamba Anderson,1750000.0
7,Heiko Butscher,1000000.0
8,Martin Amedick,1000000.0
9,Alexander Hien,100000.0
10,Julian Dudda,100000.0
11,Marc Oliver Kempf,
12,Constant Djakpa,1250000.0
13,Sebastian Jung,3500000.0
14,Stefano Celozzi,800000.0
15,Erik Wille,100000.0
16,Pirmin Schwegler,5000000.0
17,Martin Lanig,1500000.0
18,Sebastian Rode,3500000.0
19,Marc Stendera,
20,Bastian Oczipka,1500000.0
21,Benjamin Köhler,1500000.0
22,Takashi Inui,2250000.0
23,Sonny Kittel,1500000.0
24,Stefan Aigner,2000000.0
25,Karim Matmour,1000000.0
26,Alexander Meier,2500000.0
27,Erwin Hoffer,2000000.0
28,Srdjan Lakic,2000000.0
29,Olivier Occéan,1500000.0
30,Dorge Kouemaha,1500000.0
