,Players,Values
0,Marwin Hitz,4500000.0
1,Andreas Luthe,500000.0
2,Ioannis Gelios,100000.0
3,Martin Hinteregger,6000000.0
4,Jeffrey Gouweleeuw,3000000.0
5,Jan-Ingwer Callsen-Bracker,2000000.0
6,Marvin Friedrich,750000.0
7,Christoph Janker,300000.0
8,Kevin Danso,
9,Philipp Max,2500000.0
10,Konstantinos Stafylidis,2000000.0
11,Jonathan Schmid,3500000.0
12,Paul Verhaegh,2000000.0
13,Daniel Opare,1500000.0
14,Raphael Framberger,100000.0
15,Daniel Baier,3000000.0
16,Gojko Kacar,1250000.0
17,Marco Schuster,100000.0
18,Tim Rieder,100000.0
19,Dominik Kohr,3000000.0
20,Moritz Leitner,1500000.0
21,Jan Morávek,1000000.0
22,Markus Feulner,750000.0
23,Georg Teigl,750000.0
24,Erik Thommy,250000.0
25,Ja-cheol Koo,4500000.0
26,Halil Altintop,1250000.0
27,Takashi Usami,2500000.0
28,Caiuby,2000000.0
29,Alexander Esswein,2500000.0
30,Raúl Bobadilla,5500000.0
31,Alfred Finnbogason,5000000.0
32,Tim Matavz,2000000.0
33,Dong-won Ji,1500000.0
34,Albian Ajeti,1000000.0
35,Shawn Parker,750000.0
36,Julian Günther-Schmidt,50000.0
