,Players,Values
0,Tim Wiese,9000000.0
1,Christian Vander,600000.0
2,Sebastian Mielitz,250000.0
3,Felix Wiedwald,
4,Per Mertesacker,15000000.0
5,Naldo,10000000.0
6,Petri Pasanen,3000000.0
7,Sebastian Prödl,3000000.0
8,Peter Niemeyer,1600000.0
9,Dusko Tosic,1200000.0
10,Aymen Abdennour,800000.0
11,Niklas Andersen,250000.0
12,Dominik Schmidt,150000.0
13,Sebastian Boenisch,4000000.0
14,Timo Perthel,250000.0
15,Torsten Frings,8500000.0
16,Jurica Vranjes,1750000.0
17,José-Alex Ikeng,150000.0
18,Philipp Bargfrede,150000.0
19,Daniel Jensen,5500000.0
20,Tim Borowski,5000000.0
21,Clemens Fritz,5000000.0
22,Mesut Özil,10000000.0
23,Aaron Hunt,4000000.0
24,Said Husejinovic,500000.0
25,Kevin Artmann,250000.0
26,Marko Marin,9000000.0
27,Onur Ayik,50000.0
28,Claudio Pizarro,12000000.0
29,Hugo Almeida,7000000.0
30,Markus Rosenberg,6000000.0
31,Marcelo Moreno,4500000.0
32,Boubacar Sanogo,3000000.0
33,Martin Harnik,1000000.0
34,Sandro Wagner,800000.0
35,Torsten Oehrl,450000.0
36,Márkó Futács,200000.0
37,Pascal Testroet,100000.0
