,Players,Values
0,Patric Klandt,600000.0
1,Alexander Schwolow,400000.0
2,Konstantin Fuhry,100000.0
3,Marc Oliver Kempf,3000000.0
4,Marc Torrejón,1750000.0
5,Lukas Bohro,
6,Christian Günter,3000000.0
7,Jonas Föhrenbach,75000.0
8,Pius Dorn,
9,Mensur Mujdza,1750000.0
10,Vegar Eggen Hedenstad,1400000.0
11,Immanuel Höhn,1000000.0
12,Lukas Kübler,400000.0
13,Pascal Stenzel,100000.0
14,Julian Schuster,2500000.0
15,Amir Abrashi,2250000.0
16,Nicolas Höfler,1000000.0
17,Caleb Stanko,100000.0
18,Mike Frantz,1750000.0
19,Lucas Hufnagel,225000.0
20,Marco Hingerl,
21,Mats Möller Daehli,1500000.0
22,Vincenzo Grifo,700000.0
23,Florian Kath,50000.0
24,Joshua Mees,
25,Havard Nielsen,2000000.0
26,Nils Petersen,1750000.0
27,Maximilian Philipp,1500000.0
28,Florian Niederlechner,900000.0
29,Karim Guédé,750000.0
30,Tim Kleindienst,400000.0
31,Amir Falahen,125000.0
32,Kosuke Kinoshita,25000.0
33,Fabian Schleusener,
