,Players,Values
0,Manuel Neuer,11000000.0
1,Mathias Schober,800000.0
2,Mohamed Amsif,200000.0
3,Heiko Westermann,9000000.0
4,Benedikt Höwedes,5000000.0
5,Marcelo Bordon,5000000.0
6,Tore Reginiussen,1500000.0
7,Carlos Zambrano,500000.0
8,Joel Matip,
9,Christian Pander,5000000.0
10,Lukas Schmitz,
11,Lubos Hanzel,
12,Rafinha,12000000.0
13,Vasilios Pliatsikas,1750000.0
14,Marvin Pachan,
15,Jermaine Jones,8000000.0
16,Peer Kluge,2500000.0
17,Mineiro,800000.0
18,Ivan Rakitic,7500000.0
19,Jan Morávek,500000.0
20,Junmin Hao,425000.0
21,Danny Latza,350000.0
22,Christoph Moritz,
23,Levan Kobiashvili,3000000.0
24,Halil Altintop,4000000.0
25,Lewis Holtby,3000000.0
26,Albert Streit,2500000.0
27,Alexander Baumjohann,2500000.0
28,Levan Kenia,750000.0
29,Predrag Stevanovic,
30,Vicente Sánchez,2200000.0
31,Emin Yalin,200000.0
32,Jefferson Farfán,10000000.0
33,Kevin Kuranyi,9000000.0
34,Gerald Asamoah,2500000.0
35,Edú,1500000.0
36,Besart Ibraimi,425000.0
37,Mario Gavranovic,150000.0
38,Bogdan Müller,
39,David Loheider,
