,Players,Values
0,Joe Hart,17000000.0
1,Claudio Bravo,15000000.0
2,Willy Caballero,3000000.0
3,Angus Gunn,
4,Nicolás Otamendi,32000000.0
5,Vincent Kompany,30000000.0
6,John Stones,28000000.0
7,Eliaquim Mangala,23000000.0
8,Jason Denayer,4000000.0
9,Pablo Marí,500000.0
10,Tosin Adarabioyo,
11,Aleksandar Kolarov,11000000.0
12,Gaël Clichy,9000000.0
13,Angeliño,
14,Pablo Zabaleta,14000000.0
15,Bacary Sagna,7000000.0
16,Pablo Maffeo,100000.0
17,Fernandinho,28000000.0
18,Fernando,16000000.0
19,Bruno Zuculini,1500000.0
20,Luke Brattan,500000.0
21,Aleix García,
22,Ilkay Gündogan,30000000.0
23,Yaya Touré,20000000.0
24,Fabian Delph,10000000.0
25,Oleksandr Zinchenko,4000000.0
26,Aaron Mooy,750000.0
27,Phil Foden,
28,Kevin De Bruyne,60000000.0
29,David Silva,33000000.0
30,Brahim Díaz,
31,Samir Nasri,21000000.0
32,Leroy Sané,18000000.0
33,Nolito,15000000.0
34,Marlos Moreno,650000.0
35,Raheem Sterling,45000000.0
36,Jesús Navas,20000000.0
37,Patrick Roberts,5000000.0
38,Sergio Agüero,60000000.0
39,Wilfried Bony,23000000.0
40,Gabriel Jesus,8000000.0
41,Kelechi Iheanacho,5000000.0
42,Enes Ünal,3000000.0
43,Rubén Sobrino,400000.0
