,Players,Values
0,David de Gea,17000000.0
1,Víctor Valdés,12000000.0
2,Anders Lindegaard,2500000.0
3,Ben Amos,1000000.0
4,Sam Johnstone,250000.0
5,Phil Jones,18000000.0
6,Jonny Evans,13000000.0
7,Chris Smalling,12000000.0
8,Daley Blind,6000000.0
9,Marcos Rojo,5500000.0
10,Michael Keane,500000.0
11,Tom Thorpe,200000.0
12,Paddy McNair,
13,Luke Shaw,13000000.0
14,Reece James,
15,Tyler Blackett,
16,Antonio Valencia,16000000.0
17,Rafael,15000000.0
18,Marnick Vermijl,650000.0
19,Saidy Janko,
20,Michael Carrick,8500000.0
21,Marouane Fellaini,23000000.0
22,Ander Herrera,20000000.0
23,Tom Cleverley,14000000.0
24,Anderson,5000000.0
25,Darren Fletcher,4000000.0
26,Ashley Young,14000000.0
27,Juan Mata,40000000.0
28,Shinji Kagawa,17000000.0
29,Nick Powell,5000000.0
30,Andreas Pereira,
31,Nani,16000000.0
32,Ángel Di María,30000000.0
33,Wilfried Zaha,8000000.0
34,Adnan Januzaj,6000000.0
35,Jesse Lingard,1000000.0
36,Falcao,60000000.0
37,Wayne Rooney,45000000.0
38,Robin van Persie,40000000.0
39,Danny Welbeck,17000000.0
40,Chicharito,16000000.0
41,Will Keane,300000.0
42,James Wilson,
