,Players,Values
0,Sebastian Mielitz,1000000.0
1,Raphael Wolf,1000000.0
2,Christian Vander,200000.0
3,Richard Strebinger,150000.0
4,Sokratis,10000000.0
5,Sebastian Prödl,3500000.0
6,Assani Lukimya,2000000.0
7,Mateo Pavlovic,850000.0
8,Lukas Schmitz,2500000.0
9,Florian Hartherz,1250000.0
10,Cimo Röcker,150000.0
11,Aleksandar Ignjovski,4000000.0
12,Theodor Gebre Selassie,1500000.0
13,Philipp Bargfrede,3500000.0
14,Tom Trybull,1750000.0
15,Clemens Fritz,3000000.0
16,Zlatko Junuzovic,3000000.0
17,Felix Kroos,300000.0
18,Aleksandar Stevanovic,300000.0
19,Kevin De Bruyne,9000000.0
20,Mehmet Ekici,5000000.0
21,Aaron Hunt,5000000.0
22,Levent Aycicek,200000.0
23,Predrag Stevanovic,200000.0
24,Özkan Yildirim,150000.0
25,Eljero Elia,5000000.0
26,Johannes Wurtz,300000.0
27,Marko Arnautovic,6500000.0
28,Joseph Akpala,4000000.0
29,Nils Petersen,3000000.0
30,Niclas Füllkrug,800000.0
31,Max Wegner,100000.0
