,Players,Values
0,Manuel Neuer,18000000.0
1,Mathias Schober,500000.0
2,Lars Unnerstall,25000.0
3,Benedikt Höwedes,10000000.0
4,Tim Hoogland,3500000.0
5,Christoph Metzelder,3000000.0
6,Joel Matip,3000000.0
7,Nicolas Plestan,2000000.0
8,Kyriakos Papadopoulos,1500000.0
9,Lukas Schmitz,3000000.0
10,Christian Pander,2500000.0
11,Sergio Escudero,1000000.0
12,Hans Sarpei,500000.0
13,Danilo Avelar,
14,Atsuto Uchida,5000000.0
15,Vasilios Pliatsikas,1750000.0
16,Jermaine Jones,6500000.0
17,Peer Kluge,3500000.0
18,Anthony Annan,1750000.0
19,Ivan Rakitic,9000000.0
20,Christoph Moritz,2000000.0
21,Junmin Hao,1000000.0
22,José Manuel Jurado,9000000.0
23,Alexander Baumjohann,2000000.0
24,Levan Kenia,2000000.0
25,Ali Karimi,1500000.0
26,Ciprian Deac,1000000.0
27,Julian Draxler,
28,Marco Quotschalla,75000.0
29,Jefferson Farfán,13500000.0
30,Raúl,9000000.0
31,Klaas-Jan Huntelaar,15000000.0
32,Erik Jendrisek,2500000.0
33,Angelos Charisteas,1800000.0
34,Mario Gavranovic,1750000.0
35,Edú,1500000.0
