,Players,Values
0,Hugo Lloris,20000000.0
1,Michel Vorm,5000000.0
2,Luke McGee,
3,Jan Vertonghen,19000000.0
4,Toby Alderweireld,11000000.0
5,Federico Fazio,8000000.0
6,Kevin Wimmer,6000000.0
7,Cameron Carter-Vickers,
8,Danny Rose,9000000.0
9,Ben Davies,9000000.0
10,Kyle Walker,17000000.0
11,Kieran Trippier,3500000.0
12,DeAndre Yedlin,1500000.0
13,Kyle Walker-Peters,
14,Eric Dier,7000000.0
15,Nabil Bentaleb,6000000.0
16,Mousa Dembélé,15000000.0
17,Ryan Mason,4500000.0
18,Tom Carroll,3000000.0
19,Harry Winks,
20,Grant Ward,250000.0
21,Christian Eriksen,27000000.0
22,Dele Alli,5000000.0
23,Alex Pritchard,1000000.0
24,Josh Onomah,
25,Heung-min Son,16000000.0
26,Nacer Chadli,10000000.0
27,Érik Lamela,22000000.0
28,Andros Townsend,8000000.0
29,Harry Kane,15000000.0
30,Clinton N'Jie,5000000.0
