,Players,Values
0,Dimo Wache,1300000.0
1,Christian Wetklo,600000.0
2,Daniel Ischdonat,250000.0
3,Nikolce Noveski,2500000.0
4,Tim Hoogland,1700000.0
5,Bo Svensson,800000.0
6,Niko Bungert,600000.0
7,Roman Neustädter,100000.0
8,Marco Rose,1200000.0
9,Zsolt Löw,750000.0
10,Peter Van der Heyden,600000.0
11,Christian Demirtas,1000000.0
12,Daniel Gunkel,1700000.0
13,Milorad Pekovic,1500000.0
14,Robert Fleßers,200000.0
15,Jan Kirchhoff,
16,Markus Feulner,1500000.0
17,Miroslav Karhan,1500000.0
18,Elkin Soto,1000000.0
19,Mario Vrancic,200000.0
20,Jahmir Hyka,150000.0
21,Delron Buckley,1000000.0
22,Nejmeddin Daghfous,250000.0
23,Chadli Amri,1000000.0
24,Florian Heller,950000.0
25,Srdjan Baljak,800000.0
26,Dragan Bogavac,800000.0
27,Félix Borja,2000000.0
28,Aristide Bancé,700000.0
29,Ranisav Jovanovic,500000.0
