,Players,Values
0,Ron-Robert Zieler,8000000.0
1,Markus Miller,500000.0
2,Samuel Sahin-Radlinger,250000.0
3,Johan Djourou,6000000.0
4,Karim Haggui,5500000.0
5,Christian Schulz,3500000.0
6,Felipe,3000000.0
7,Mario Eggimann,1500000.0
8,Andre Hoffmann,800000.0
9,Jannik Löhden,50000.0
10,Konstantin Rausch,4000000.0
11,Sébastien Pocognoli,3700000.0
12,Christian Pander,3000000.0
13,Niko Gießelmann,150000.0
14,Ali Gökdemir,50000.0
15,Hiroki Sakai,2000000.0
16,Steven Cherundolo,1500000.0
17,Sofian Chahed,1000000.0
18,Manuel Schmiedebach,5500000.0
19,França,
20,Yannik Schulze,
21,Sérgio da Silva Pinto,3000000.0
22,Szabolcs Huszti,2000000.0
23,Leon Andreasen,600000.0
24,Sascha Schünemann,150000.0
25,Willi Evseev,175000.0
26,Deniz Aycicek,150000.0
27,Adrian Nikci,750000.0
28,Lars Stindl,6000000.0
29,Jan Schlaudraff,4500000.0
30,Mohammed Abdellaoue,7500000.0
31,Didier Ya Konan,6500000.0
32,Mame Diouf,5000000.0
33,Artur Sobiech,1750000.0
34,Deniz Kadah,200000.0
