,Players,Values
0,Marc-André ter Stegen,11000000.0
1,Christofer Heimeroth,375000.0
2,Janis Blaswich,200000.0
3,Álvaro Domínguez,10000000.0
4,Havard Nordtveit,8000000.0
5,Tony Jantschke,4500000.0
6,Martin Stranzl,2500000.0
7,Roel Brouwers,1750000.0
8,Joel Mero,100000.0
9,Oscar Wendt,3000000.0
10,Filip Daems,1000000.0
11,Julian Korb,200000.0
12,Granit Xhaka,7500000.0
13,Christoph Kramer,1500000.0
14,Thorben Marx,800000.0
15,Matthias Zimmermann,500000.0
16,Nico Brandenburger,
17,Lukas Rupp,1500000.0
18,Mahmoud Dahoud,
19,Juan Arango,3000000.0
20,Amin Younes,1500000.0
21,Patrick Herrmann,9500000.0
22,Elias Kachunga,350000.0
23,Raffael,7500000.0
24,Max Kruse,5000000.0
25,Luuk de Jong,10000000.0
26,Peniel Mlapa,2500000.0
27,Branimir Hrgota,1000000.0
