,Players,Values
0,Oliver Baumann,7000000.0
1,Gregor Kobel,400000.0
2,Alexander Stolz,100000.0
3,Kevin Vogt,6000000.0
4,Havard Nordtveit,5000000.0
5,Benjamin Hübner,5000000.0
6,Ermin Bicakcic,2250000.0
7,Justin Hoogma,1500000.0
8,Kevin Akpoguma,1250000.0
9,Simon Lorenz,100000.0
10,Stefan Posch,100000.0
11,Nico Schulz,2000000.0
12,Alexander Rossipal,100000.0
13,Pavel Kaderabek,4500000.0
14,Jeremy Toljan,3500000.0
15,Felix Passlack,3000000.0
16,Johannes Bühler,50000.0
17,Eugen Polanski,2000000.0
18,Dennis Geiger,125000.0
19,Lukas Rupp,4500000.0
20,Florian Grillitsch,4000000.0
21,Steven Zuber,5000000.0
22,Kerem Demirbay,10000000.0
23,Nadiem Amiri,10000000.0
24,Robert Zulj,1200000.0
25,Maximilian Waack,100000.0
26,Serge Gnabry,15000000.0
27,Philipp Ochs,1000000.0
28,Robin Hack,
29,Nicolas Wähling,75000.0
30,Andrej Kramaric,15000000.0
31,Sandro Wagner,6500000.0
32,Mark Uth,5000000.0
33,Ádám Szalai,2000000.0
34,Meris Skenderovic,
35,David Otto,
