,Players,Values
0,Thibaut Courtois,35000000.0
1,Asmir Begovic,12000000.0
2,Eduardo,1500000.0
3,Matej Delac,1000000.0
4,Jamal Blackman,250000.0
5,David Luiz,30000000.0
6,Kurt Zouma,17000000.0
7,Gary Cahill,16000000.0
8,Branislav Ivanovic,11000000.0
9,Andreas Christensen,8000000.0
10,Nathan Aké,4500000.0
11,Tomas Kalas,3000000.0
12,Michael Hector,3000000.0
13,John Terry,3000000.0
14,Matt Miazga,2500000.0
15,Kenneth Omeruo,1800000.0
16,Abdul Rahman Baba,13000000.0
17,Marcos Alonso,8000000.0
18,Cristian Cuevas,1500000.0
19,César Azpilicueta,20000000.0
20,Wallace Oliveira,1500000.0
21,Todd Kane,1250000.0
22,Ola Aina,
23,Nemanja Matic,38000000.0
24,N'Golo Kanté,20000000.0
25,Nathaniel Chalobah,3500000.0
26,Victorien Angban,1000000.0
27,Cesc Fàbregas,45000000.0
28,Marco van Ginkel,7000000.0
29,Mario Pasalic,5000000.0
30,Ruben Loftus-Cheek,5000000.0
31,Lewis Baker,1250000.0
32,Kenedy,8000000.0
33,Oscar,35000000.0
34,Jeremie Boga,2000000.0
35,Danilo Pantic,750000.0
36,Eden Hazard,65000000.0
37,Pedro,23000000.0
38,Christian Atsu,3500000.0
39,Lucas Piazón,3000000.0
40,Nathan,2000000.0
41,Willian,32000000.0
42,Juan Cuadrado,25000000.0
43,Victor Moses,7500000.0
44,Bertrand Traoré,4000000.0
45,Diego Costa,45000000.0
46,Michy Batshuayi,15000000.0
47,Loïc Rémy,10000000.0
48,Dominic Solanke,2000000.0
