,Players,Values
0,Roman Weidenfeller,5000000.0
1,Marc Ziegler,1000000.0
2,Lukas Kruse,300000.0
3,Marcel Höttecke,250000.0
4,Neven Subotic,2500000.0
5,Robert Kovac,2500000.0
6,Felipe Santana,1800000.0
7,Mats Hummels,1000000.0
8,Uwe Hünemeier,350000.0
9,Daniel Gordon,300000.0
10,Patrick Njambe,200000.0
11,Marc Hornschuh,
12,Dedê,7500000.0
13,Yeong-pyo Lee,5000000.0
14,David Vrzogic,100000.0
15,Marcel Schmelzer,50000.0
16,Antonio Rukavina,3000000.0
17,Patrick Owomoyela,2000000.0
18,Sebastian Kehl,6000000.0
19,Nuri Sahin,3750000.0
20,Tinga,5000000.0
21,Florian Kringe,3000000.0
22,Marc-André Kruska,2000000.0
23,Damir Vrancic,400000.0
24,Sebastian Tyrala,100000.0
25,Jakub Blaszczykowski,3500000.0
26,Sebastian Hille,150000.0
27,Tamás Hajnal,4000000.0
28,Giovanni Federico,2000000.0
29,Delron Buckley,1000000.0
30,Yasin Öztekin,150000.0
31,Mohamed Zidan,3500000.0
32,Alex Frei,11000000.0
33,Mladen Petric,9500000.0
34,Kevin-Prince Boateng,5000000.0
35,Diego Klimowicz,2500000.0
36,Nelson Valdez,2000000.0
37,Christopher Kullmann,225000.0
38,Bajram Sadrijaj,
