,Players,Values
0,Petr Cech,28000000.0
1,Carlo Cudicini,2000000.0
2,Henrique Hilário,1000000.0
3,Rhys Taylor,
4,John Terry,33000000.0
5,Ricardo Carvalho,20000000.0
6,Branislav Ivanovic,12000000.0
7,Alex,11500000.0
8,Michael Mancienne,350000.0
9,Ashley Cole,17000000.0
10,Wayne Bridge,6500000.0
11,Bosingwa,10000000.0
12,Paulo Ferreira,7000000.0
13,Juliano Belletti,6000000.0
14,Michael Essien,30000000.0
15,John Mikel Obi,12500000.0
16,Mineiro,3000000.0
17,Frank Lampard,38000000.0
18,Michael Ballack,26000000.0
19,Florent Malouda,17500000.0
20,Michael Woods,50000.0
21,Lee Sawyer,
22,Scott Sinclair,800000.0
23,Deco,18000000.0
24,Joe Cole,17500000.0
25,Salomon Kalou,12000000.0
26,Gaël Kakuta,
27,Miroslav Stoch,
28,Ricardo Quaresma,23000000.0
29,Shaun Wright-Phillips,15000000.0
30,Didier Drogba,40000000.0
31,Nicolas Anelka,22500000.0
32,Franco Di Santo,
