,Players,Values
0,Manuel Almunia,6000000.0
1,Lukasz Fabianski,3000000.0
2,Wojciech Szczesny,100000.0
3,Vito Mannone,
4,Kolo Touré,21000000.0
5,William Gallas,18000000.0
6,Mikaël Silvestre,4000000.0
7,Johan Djourou,3750000.0
8,Gaël Clichy,11000000.0
9,Kieran Gibbs,250000.0
10,Rene Steer,
11,Bacary Sagna,11500000.0
12,Emmanuel Eboué,8000000.0
13,Justin Hoyte,1500000.0
14,Gavin Hoyte,50000.0
15,Paul Rodgers,
16,Denílson,5000000.0
17,Alex Song,2000000.0
18,Abu Ogogo,
19,Francis Coquelin,
20,Emmanuel Frimpong,
21,Cesc Fàbregas,35000000.0
22,Aaron Ramsey,5000000.0
23,Abou Diaby,4000000.0
24,Fran Mérida,2600000.0
25,Amaury Bischoff,300000.0
26,Mark Randall,250000.0
27,Henri Lansbury,50000.0
28,Jack Wilshere,
29,Tomás Rosicky,17500000.0
30,Samir Nasri,15000000.0
31,Carlos Vela,6000000.0
32,Theo Walcott,6000000.0
33,Andrey Arshavin,16000000.0
34,Emmanuel Adebayor,18000000.0
35,Robin van Persie,16000000.0
36,Eduardo,11000000.0
37,Nicklas Bendtner,4500000.0
38,Rui Fonte,
39,Jay Emmanuel-Thomas,
40,Jay Simpson,
