,Players,Values
0,Logan Bailly,3000000.0
1,Christofer Heimeroth,1300000.0
2,Uwe Gospodarek,400000.0
3,Frederic Löhe,150000.0
4,Patrick Paauwe,2000000.0
5,Dante,1500000.0
6,Roel Brouwers,1200000.0
7,Steve Gohouri,1200000.0
8,Thomas Kleine,1200000.0
9,Jan-Ingwer Callsen-Bracker,1000000.0
10,Oliver Stang,
11,Tim Heubach,
12,Tony Jantschke,
13,Jean-Sébastien Jaurès,2000000.0
14,Filip Daems,1500000.0
15,Alexander Voigt,1000000.0
16,Johannes van den Bergh,500000.0
17,Christian Dorda,
18,Paul Stalteri,1500000.0
19,Tobias Levels,1000000.0
20,Sebastian Schachten,200000.0
21,Tomás Galásek,2000000.0
22,Gal Alberman,750000.0
23,Sebastian Svärd,400000.0
24,Michael Bradley,5000000.0
25,Marcel Ndjeng,1300000.0
26,Soumaila Coulibaly,1000000.0
27,Alexander Baumjohann,50000.0
28,Sharbel Touma,
29,Marko Marin,4000000.0
30,Karim Matmour,1000000.0
31,Sascha Rösler,2000000.0
32,Rob Friend,2500000.0
33,Oliver Neuville,2400000.0
34,Roberto Colautti,2000000.0
35,Moses Lamidi,300000.0
