,Players,Values
0,Bernd Leno,16000000.0
1,Dario Kresic,500000.0
2,David Yelldell,150000.0
3,Ömer Toprak,18000000.0
4,Kyriakos Papadopoulos,7500000.0
5,Tin Jedvaj,7500000.0
6,Jonathan Tah,4000000.0
7,André Ramalho,2500000.0
8,Joel Abu Hanna,
9,Wendell,6000000.0
10,Sebastian Boenisch,2500000.0
11,Konstantinos Stafylidis,2000000.0
12,Giulio Donati,3000000.0
13,Roberto Hilbert,2000000.0
14,Lukas Boeder,
15,Robin Becker,
16,Benjamin Henrichs,
17,Lars Bender,22000000.0
18,Christoph Kramer,12000000.0
19,Marlon Frey,200000.0
20,Kevin Kampl,10000000.0
21,Charles Aránguiz,9500000.0
22,Seung-uh Ryu,650000.0
23,Vladlen Yurchenko,250000.0
24,Hakan Calhanoglu,18000000.0
25,Heung-min Son,16000000.0
26,Julian Brandt,5000000.0
27,Robbie Kruse,2500000.0
28,Karim Bellarabi,8000000.0
29,Admir Mehmedi,6000000.0
30,Chicharito,10000000.0
31,Stefan Kießling,9000000.0
32,Patrik Dzalto,
