,Players,Values
0,Yann Sommer,10000000.0
1,Tobias Sippel,1000000.0
2,Christofer Heimeroth,250000.0
3,Álvaro Domínguez,8500000.0
4,Martin Hinteregger,8000000.0
5,Tony Jantschke,7500000.0
6,Havard Nordtveit,6000000.0
7,Nico Elvedi,1500000.0
8,Martin Stranzl,1500000.0
9,Andreas Christensen,750000.0
10,Roel Brouwers,750000.0
11,Marvin Schulz,200000.0
12,Nico Schulz,3500000.0
13,Oscar Wendt,3000000.0
14,Julian Korb,5000000.0
15,Granit Xhaka,13000000.0
16,Jonas Hofmann,4000000.0
17,Mahmoud Dahoud,600000.0
18,Djibril Sow,350000.0
19,Marlon Ritter,150000.0
20,Thorgan Hazard,10000000.0
21,Fabian Johnson,5000000.0
22,Patrick Herrmann,9500000.0
23,André Hahn,8000000.0
24,Ibrahima Traoré,5000000.0
25,Raffael,8000000.0
26,Lars Stindl,7000000.0
27,Josip Drmic,8000000.0
28,Branimir Hrgota,3500000.0
