,Players,Values
0,Vasili Khomutovski,1000000.0
1,Sven Neuhaus,750000.0
2,Lukas Kruse,300000.0
3,Patrick Lehner,100000.0
4,Otar Khizaneishvili,800000.0
5,Thomas Kläsener,750000.0
6,Roland Benschneider,750000.0
7,Ingo Hertzsch,700000.0
8,Uwe Möhrle,700000.0
9,Andrew Sinkala,650000.0
10,Lars Müller,700000.0
11,Mark Prettenthaler,600000.0
12,Christian Müller,400000.0
13,Robert Strauß,400000.0
14,Daniel Baier,1300000.0
15,Mourad Hdiouad,1000000.0
16,Jens Hegeler,
17,Patrick Mölzl,700000.0
18,Anton Makarenko,50000.0
19,Elton da Costa,550000.0
20,Benjamin Kern,500000.0
21,Tobias Werner,600000.0
22,Imre Szabics,700000.0
23,Sándor Torghelle,1250000.0
24,Michael Thurk,1000000.0
25,Francis Kioyo,900000.0
26,Dino Toppmöller,500000.0
27,Marco Vorbeck,400000.0
28,Marco Küntzel,400000.0
29,Stephan Hain,
