,Players,Values
0,Manuel Neuer,45000000.0
1,Sven Ulreich,4500000.0
2,Tom Starke,500000.0
3,Ivan Lucic,100000.0
4,Jérôme Boateng,40000000.0
5,Medhi Benatia,28000000.0
6,Dante,11000000.0
7,Holger Badstuber,7500000.0
8,Serdar Tasci,6000000.0
9,David Alaba,38000000.0
10,Juan Bernat,15000000.0
11,Phillipp Steinhart,150000.0
12,Philipp Lahm,28000000.0
13,Rafinha,9000000.0
14,Joshua Kimmich,5000000.0
15,Javi Martínez,30000000.0
16,Xabi Alonso,8000000.0
17,Jan Kirchhoff,3000000.0
18,Arturo Vidal,42000000.0
19,Thiago,25000000.0
20,Sebastian Rode,9000000.0
21,Pierre-Emile Höjbjerg,4000000.0
22,Gianluca Gaudino,2500000.0
23,Patrick Weihrauch,250000.0
24,Mario Götze,50000000.0
25,Julian Green,1500000.0
26,Fabian Benko,
27,Franck Ribéry,32000000.0
28,Kingsley Coman,2500000.0
29,Milos Pantovic,
30,Arjen Robben,33000000.0
31,Douglas Costa,23000000.0
32,Thomas Müller,55000000.0
33,Robert Lewandowski,50000000.0
