,Players,Values
0,Raphael Schäfer,1500000.0
1,Patrick Rakovsky,900000.0
2,Samuel Sahin-Radlinger,250000.0
3,Alexander Stephan,100000.0
4,Benjamin Uphoff,100000.0
5,Niklas Stark,2000000.0
6,Even Hovland,1700000.0
7,Javier Pinola,1500000.0
8,Martin Angha,300000.0
9,Manuel Bihr,25000.0
10,Özgür Özdemir,
11,Dave Bulthuis,1250000.0
12,Cristian Ramírez,1000000.0
13,Ondrej Celustka,2500000.0
14,Tobias Pachonik,75000.0
15,Jan Polak,1250000.0
16,Ondrej Petrak,1250000.0
17,Jürgen Mössmer,300000.0
18,Robert Koch,350000.0
19,Alessandro Schöpf,400000.0
20,Maximilian Dittgen,100000.0
21,Timo Gebhart,2000000.0
22,Willi Evseev,250000.0
23,Sebastian Kerk,1000000.0
24,Danny Blum,500000.0
25,Adrian Nikci,350000.0
26,Markus Mendler,350000.0
27,Ivan Knezevic,100000.0
28,Daniel Candeias,2500000.0
29,Mike Ott,150000.0
30,Jakub Sylvestr,1800000.0
31,Tomás Pekhart,1750000.0
32,Guido Burgstaller,1500000.0
33,Peniel Mlapa,1000000.0
34,Niclas Füllkrug,700000.0
35,Antonio Colak,150000.0
36,Cedric Teuchert,
