,Players,Values
0,René Adler,8500000.0
1,Gábor Király,2500000.0
2,Benedikt Fernandez,400000.0
3,Erik Domaschke,200000.0
4,Manuel Friedrich,5500000.0
5,Karim Haggui,5000000.0
6,Henrique,4000000.0
7,Hans Sarpei,2000000.0
8,Michal Kadlec,2000000.0
9,Vratislav Gresko,1500000.0
10,Constant Djakpa,600000.0
11,Simon Rolfes,8500000.0
12,Lukas Sinkiewicz,2500000.0
13,Pirmin Schwegler,2000000.0
14,Tomasz Zdebel,1500000.0
15,Stefan Reinartz,
16,Arturo Vidal,7500000.0
17,Gonzalo Castro,7000000.0
18,Renato Augusto,5500000.0
19,Toni Kroos,3000000.0
20,Jens Hegeler,
21,Bernd Schneider,5000000.0
22,Sascha Dum,1000000.0
23,Tranquillo Barnetta,9500000.0
24,Marcel Risse,50000.0
25,Theofanis Gekas,7000000.0
26,Stefan Kießling,5500000.0
27,Patrick Helmes,4000000.0
28,Angelos Charisteas,3000000.0
29,Dmitri Bulykin,1200000.0
30,Richard Sukuta-Pasu,
