,Players,Values
0,Edwin van der Sar,5000000.0
1,Tomasz Kuszczak,4000000.0
2,Ben Foster,2500000.0
3,Ron-Robert Zieler,300000.0
4,Ben Amos,
5,Rio Ferdinand,30000000.0
6,Nemanja Vidic‎,22000000.0
7,Wes Brown,6500000.0
8,John O'Shea,4500000.0
9,Jonny Evans,500000.0
10,James Chester,
11,Patrice Evra,15000000.0
12,Gary Neville,6000000.0
13,Ritchie De Laet,300000.0
14,David Gray,100000.0
15,Richard Eckersley,
16,Fábio,
17,Rafael,
18,Owen Hargreaves,20000000.0
19,Michael Carrick,17500000.0
20,Anderson,22000000.0
21,Paul Scholes,10000000.0
22,Darren Fletcher,5000000.0
23,Darron Gibson,300000.0
24,Tom Cleverley,
25,Danny Drinkwater,
26,Corry Evans,
27,Matty James,
28,Rodrigo Possebon,
29,Ryan Giggs,10000000.0
30,Ji-seong Park,9000000.0
31,Lee Martin,900000.0
32,Cristiano Ronaldo,55000000.0
33,Nani,19000000.0
34,Zoran Tosic,2750000.0
35,Carlos Tévez,24000000.0
36,Wayne Rooney,40000000.0
37,Dimitar Berbatov,24000000.0
38,Manucho,2000000.0
39,Fraizer Campbell,650000.0
40,Danny Welbeck,
41,Federico Macheda,
