,Players,Values
0,Joe Hart,15000000.0
1,Costel Pantilimon,2700000.0
2,Stuart Taylor,1000000.0
3,Vincent Kompany,20000000.0
4,Kolo Touré,19000000.0
5,Joleon Lescott,13000000.0
6,Micah Richards,10000000.0
7,Nedum Onuoha,6000000.0
8,Stefan Savic,6000000.0
9,Dedryck Boyata,2000000.0
10,Karim Rekik,
11,Aleksandar Kolarov,15000000.0
12,Gaël Clichy,15000000.0
13,Wayne Bridge,5000000.0
14,Razak Nuhu,
15,Pablo Zabaleta,12000000.0
16,Nigel de Jong,20000000.0
17,Gareth Barry,17000000.0
18,Owen Hargreaves,5500000.0
19,Michael Johnson,2500000.0
20,Yaya Touré,25000000.0
21,James Milner,20000000.0
22,David Pizarro,8000000.0
23,Denis Suárez,
24,Abdul Razak,
25,David Silva,32000000.0
26,Samir Nasri,25000000.0
27,Joan Román,
28,Adam Johnson,10000000.0
29,Shaun Wright-Phillips,8000000.0
30,Carlos Tévez,38000000.0
31,Luca Scapuzzi,100000.0
32,Sergio Agüero,36000000.0
33,Edin Dzeko,30000000.0
34,Mario Balotelli,26000000.0
35,Emmanuel Adebayor,17000000.0
