,Players,Values
0,Diego Benaglio,5750000.0
1,Max Grün,1000000.0
2,Patrick Drewes,150000.0
3,Timm Klose,5500000.0
4,Naldo,5000000.0
5,Felipe Lopes,2000000.0
6,Robin Knoche,950000.0
7,Moritz Sprenger,
8,Ricardo Rodríguez,10000000.0
9,Vieirinha,6000000.0
10,Marcel Schäfer,4000000.0
11,Patrick Ochs,1500000.0
12,Luiz Gustavo,18000000.0
13,Christian Träsch,4000000.0
14,Junior Malanda,4000000.0
15,Makoto Hasebe,3000000.0
16,Slobodan Medojevic,1500000.0
17,Jan Polak,1500000.0
18,Paul Seguin,
19,Tolga Cigerci,1000000.0
20,Maximilian Arnold,950000.0
21,Daniel Caligiuri,4500000.0
22,Vaclav Pilar,3500000.0
23,Diego,12000000.0
24,Kevin De Bruyne,10000000.0
25,Ja-cheol Koo,4000000.0
26,Willi Evseev,175000.0
27,Ivan Perisic,7000000.0
28,Ibrahim Sissoko,1750000.0
29,Kevin Scheidhauer,250000.0
30,Bas Dost,9000000.0
31,Ivica Olic,3000000.0
32,Giovanni Sio,2000000.0
33,Rasmus Jönsson,1000000.0
34,Nassim Ben Khalifa,750000.0
35,Stefan Kutschke,250000.0
